State,Latitude,Longitude,Pollutant,Average,Pollutant Standard
California,37.348496999999995,-121.894898,PM2.5 - Local Conditions,9.085754,PM25 Annual 2012
California,37.338135,-121.849783,PM2.5 - Local Conditions,7.410894,PM25 Annual 2012
California,36.98332,-121.98822,PM2.5 - Local Conditions,6.505949,PM25 Annual 2012
California,37.06315,-122.083092,PM2.5 - Local Conditions,4.711047,PM25 Annual 2012
California,40.550129999999996,-122.38091999999999,PM2.5 - Local Conditions,6.628302000000001,PM25 Annual 2012
California,41.726892,-122.633579,PM2.5 - Local Conditions,5.825419,PM25 Annual 2012
California,41.726892,-122.633579,PM2.5 - Local Conditions,5.8159220000000005,PM25 Annual 2012
California,41.726892,-122.633579,PM2.5 - Local Conditions,5.825419,PM25 Annual 2012
California,38.102507,-122.237976,PM2.5 - Local Conditions,8.624302,PM25 Annual 2012
California,38.102507,-122.237976,PM2.5 - Local Conditions,8.805587,PM25 Annual 2012
California,38.403765,-122.818294,PM2.5 - Local Conditions,5.678134,PM25 Annual 2012
California,37.642165000000006,-120.994212,PM2.5 - Local Conditions,8.55,PM25 Annual 2012
California,37.642165000000006,-120.994212,PM2.5 - Local Conditions,7.668375999999999,PM25 Annual 2012
California,37.488316999999995,-120.836008,PM2.5 - Local Conditions,10.607778,PM25 Annual 2012
California,39.138773,-121.618549,PM2.5 - Local Conditions,8.450142,PM25 Annual 2012
California,40.17093,-122.25556,PM2.5 - Local Conditions,5.429462,PM25 Annual 2012
California,36.332179,-119.291228,PM2.5 - Local Conditions,12.897345,PM25 Annual 2012
California,34.210169,-118.87050900000001,PM2.5 - Local Conditions,7.255307000000001,PM25 Annual 2012
California,34.404281,-118.80998000000001,PM2.5 - Local Conditions,6.269451999999999,PM25 Annual 2012
California,34.448057,-119.23129899999999,PM2.5 - Local Conditions,4.713573,PM25 Annual 2012
California,34.276315999999994,-118.68368500000001,PM2.5 - Local Conditions,7.3963589999999995,PM25 Annual 2012
California,34.276315999999994,-118.68368500000001,PM2.5 - Local Conditions,7.686872,PM25 Annual 2012
California,34.252390000000005,-119.14318200000001,PM2.5 - Local Conditions,6.565407,PM25 Annual 2012
California,38.66121,-121.73268999999999,PM2.5 - Local Conditions,7.715094000000001,PM25 Annual 2012
Colorado,39.82835,-104.93836,PM2.5 - Local Conditions,9.111864,PM25 Annual 2012
Colorado,39.82835,-104.93836,PM2.5 - Local Conditions,8.954062,PM25 Annual 2012
Colorado,39.604399,-105.019526,PM2.5 - Local Conditions,6.016102,PM25 Annual 2012
Colorado,40.164576000000004,-105.10085600000001,PM2.5 - Local Conditions,6.800855,PM25 Annual 2012
Colorado,40.164576000000004,-105.10085600000001,PM2.5 - Local Conditions,7.801111,PM25 Annual 2012
Colorado,40.021097,-105.26338200000001,PM2.5 - Local Conditions,5.789167,PM25 Annual 2012
Colorado,38.8764,-107.6023,PM2.5 - Local Conditions,3.725145,PM25 Annual 2012
Colorado,39.751184,-104.987625,PM2.5 - Local Conditions,6.545481,PM25 Annual 2012
Colorado,39.751184,-104.987625,PM2.5 - Local Conditions,8.001638999999999,PM25 Annual 2012
Colorado,39.751184,-104.987625,PM2.5 - Local Conditions,8.063288,PM25 Annual 2012
Colorado,39.738578000000004,-104.939925,PM2.5 - Local Conditions,7.52274,PM25 Annual 2012
Colorado,39.77949,-105.00518000000001,PM2.5 - Local Conditions,6.828814,PM25 Annual 2012
Colorado,39.77949,-105.00518000000001,PM2.5 - Local Conditions,7.84581,PM25 Annual 2012
Colorado,39.73217,-105.0153,PM2.5 - Local Conditions,9.488525,PM25 Annual 2012
Colorado,39.73217,-105.0153,PM2.5 - Local Conditions,8.016761,PM25 Annual 2012
Colorado,39.7861,-104.9886,PM2.5 - Local Conditions,10.035876,PM25 Annual 2012
Colorado,39.534488,-105.07035800000001,PM2.5 - Local Conditions,5.0677970000000006,PM25 Annual 2012
Colorado,39.534488,-105.07035800000001,PM2.5 - Local Conditions,6.224768,PM25 Annual 2012
Colorado,38.848014,-104.828564,PM2.5 - Local Conditions,4.975429,PM25 Annual 2012
Colorado,39.43806,-108.02611,PM2.5 - Local Conditions,3.461096,PM25 Annual 2012
Colorado,37.102579999999996,-107.87021899999999,PM2.5 - Local Conditions,2.5,PM25 Annual 2012
Colorado,37.102579999999996,-107.87021899999999,PM2.5 - Local Conditions,4.212353,PM25 Annual 2012
Colorado,40.571288,-105.07969299999999,PM2.5 - Local Conditions,5.967123,PM25 Annual 2012
Colorado,39.063798,-108.561173,PM2.5 - Local Conditions,4.965374,PM25 Annual 2012
Colorado,38.276099,-104.597613,PM2.5 - Local Conditions,4.7210529999999995,PM25 Annual 2012
