state,city,latitude,longitude,pollutant,average
Iowa,Cedar Rapids,41.97677,-91.68766,PM2.5 - Local Conditions,7.9388429999999985
Iowa,,40.969112,-95.044951,PM2.5 - Local Conditions,6.526446
Iowa,Muscatine,41.400968,-91.067957,PM2.5 - Local Conditions,8.032861
Iowa,Muscatine,41.419429,-91.070975,PM2.5 - Local Conditions,7.481033999999998
Iowa,Muscatine,41.4069,-91.0616,PM2.5 - Local Conditions,8.161344999999999
Iowa,Emmetsburg,43.123704,-94.69351800000001,PM2.5 - Local Conditions,6.426316
Iowa,Des Moines,41.603159000000005,-93.643118,PM2.5 - Local Conditions,6.941739
Iowa,Clive,41.603517,-93.7479,PM2.5 - Local Conditions,6.925210000000001
Iowa,Council Bluffs,41.264171000000005,-95.896124,PM2.5 - Local Conditions,7.72973
Iowa,Davenport,41.530011,-90.587611,PM2.5 - Local Conditions,7.8625349999999985
Iowa,Davenport,41.512077000000005,-90.624044,PM2.5 - Local Conditions,8.503857
Iowa,,40.695078,-92.00631800000001,PM2.5 - Local Conditions,7.175833
Iowa,Sioux City,42.499844,-96.394755,PM2.5 - Local Conditions,7.450846999999999
Kansas,Overland Park,38.974457,-94.68701300000001,PM2.5 - Local Conditions,7.392940999999999
Kansas,,37.476890000000004,-97.366399,PM2.5 - Local Conditions,7.613636
Kansas,,38.770081,-99.763424,PM2.5 - Local Conditions,5.300612
Kentucky,Middlesborough (corporate name for Middlesboro),36.60843,-83.73693999999998,PM2.5 - Local Conditions,7.313115
Kentucky,Ashland,38.459340000000005,-82.64041,PM2.5 - Local Conditions,6.82
Kentucky,Highland Heights,39.021881,-84.47444999999998,PM2.5 - Local Conditions,7.553846000000001
Kentucky,,38.23887,-82.9881,PM2.5 - Local Conditions,5.683471
Kentucky,,36.91171,-87.323337,PM2.5 - Local Conditions,8.487736
Kentucky,,37.780776,-87.075307,PM2.5 - Local Conditions,7.627118999999999
Kentucky,Lexington-Fayette (corporate name for Lexington),38.06503,-84.49761,PM2.5 - Local Conditions,7.533913
Kentucky,Elizabethtown,37.705612,-85.85262900000001,PM2.5 - Local Conditions,7.3141669999999985
Kentucky,,37.8712,-87.46374999999998,PM2.5 - Local Conditions,7.615788999999999
Kentucky,Louisville,38.22876,-85.65451999999998,PM2.5 - Local Conditions,8.137500000000001
Kentucky,Louisville,38.1936,-85.7119,PM2.5 - Local Conditions,9.365289
Kentucky,Paducah,37.05822,-88.57251,PM2.5 - Local Conditions,7.8303569999999985
Kentucky,Hazard,37.28329,-83.20931999999998,PM2.5 - Local Conditions,6.588525
Kentucky,Pikeville,37.48260000000001,-82.53532,PM2.5 - Local Conditions,6.145455
Kentucky,Somerset,37.09798,-84.61152,PM2.5 - Local Conditions,7.0206610000000005
Kentucky,Smiths Grove,37.04926,-86.21486999999998,PM2.5 - Local Conditions,7.5706419999999985
Louisiana,Shreveport,32.471819,-93.795179,PM2.5 - Local Conditions,10.695798
Louisiana,Vinton,30.227797999999996,-93.579965,PM2.5 - Local Conditions,6.790435
Louisiana,Baton Rouge,30.461981,-91.179219,PM2.5 - Local Conditions,9.266856
Louisiana,St. Gabriel,30.219101000000002,-91.062552,PM2.5 - Local Conditions,8.478689
Louisiana,Kenner,30.041238,-90.272826,PM2.5 - Local Conditions,7.160656
