State Code,County Code,Site Num,state,city,latitude,longitude,pollutant,average
6,83,1018,California,Gaviota,34.527440000000006,-120.1965,Ozone,0.027511
6,83,1021,California,Carpinteria,34.403051999999995,-119.45791399999999,Ozone,0.043757
6,83,1025,California,Capitan,34.489740000000005,-120.04692,Ozone,0.043389
6,83,2004,California,Lompoc,34.63782,-120.4575,Ozone,0.020109000000000002
6,83,2011,California,Goleta,34.44551,-119.8284,Ozone,0.037227
6,83,3001,California,,34.605819,-120.075069,Ozone,0.039233
6,85,2,California,Gilroy,36.999571,-121.574684,Ozone,0.037559
6,85,5,California,San Jose,37.348496999999995,-121.894898,Ozone,0.034852999999999995
6,85,1001,California,Los Gatos,37.226862,-121.979675,Ozone,0.036172
6,85,2006,California,San Martin,37.079379,-121.600031,Ozone,0.039279
6,87,7,California,Live Oak,36.98332,-121.98822,Ozone,0.035425
6,89,4,California,Redding,40.55013,-122.38091999999999,Ozone,0.037048000000000005
6,89,7,California,Anderson,40.452913,-122.29886599999999,Ozone,0.040234
6,89,9,California,Shasta Lake,40.689253,-122.402194,Ozone,0.038436
6,89,3003,California,,40.53999,-121.57646000000001,Ozone,0.042773
6,93,2001,California,Yreka,41.726892,-122.633579,Ozone,0.03512
6,95,4,California,Vallejo,38.102507,-122.237976,Ozone,0.034448
6,95,5,California,Fairfield,38.227066,-122.075624,Ozone,0.035721
6,95,3003,California,Vacaville,38.35655,-121.94986000000002,Ozone,0.039074
6,97,4,California,Sebastopol,38.403765,-122.818294,Ozone,0.032510000000000004
6,97,1003,California,Healdsburg,38.654069,-122.901857,Ozone,0.035063
6,99,5,California,Modesto,37.642165000000006,-120.994212,Ozone,0.04216
6,99,6,California,Turlock,37.488317,-120.836008,Ozone,0.042986
6,101,3,California,Yuba City,39.138773,-121.618549,Ozone,0.036175
6,101,4,California,Sutter,39.205572,-121.82036200000002,Ozone,0.048957
6,103,4,California,,40.262072,-122.092766,Ozone,0.04942
6,103,7,California,Red Bluff,40.17093,-122.25556,Ozone,0.041227999999999994
6,107,6,California,,36.566128000000006,-118.7777,Ozone,0.056614
6,107,9,California,,36.489470000000004,-118.82915,Ozone,0.051067
6,107,2002,California,Visalia,36.332179,-119.291228,Ozone,0.046647
6,107,2010,California,Porterville,36.031831,-119.05501799999999,Ozone,0.047029
6,109,5,California,Sonora,37.98178,-120.378551,Ozone,0.046438
6,111,7,California,Thousand Oaks,34.210169,-118.87050900000001,Ozone,0.043897000000000005
6,111,9,California,Piru,34.404281,-118.80998000000001,Ozone,0.045701
6,111,1004,California,Ojai,34.448057,-119.23129899999999,Ozone,0.045061000000000004
6,111,2002,California,Simi Valley,34.276315999999994,-118.68368500000001,Ozone,0.048504000000000005
6,111,3001,California,,34.252390000000005,-119.14318200000001,Ozone,0.039329
6,113,4,California,,38.53445,-121.7734,Ozone,0.039944
6,113,1003,California,Woodland,38.66121,-121.73269,Ozone,0.042635
8,1,3001,Colorado,Welby,39.838119,-104.94984,Ozone,0.039808
8,5,2,Colorado,Southglenn,39.567887,-104.95719299999999,Ozone,0.04696
8,5,6,Colorado,,39.638522,-104.569335,Ozone,0.048931
8,7,7004,Colorado,,37.205862,-107.25411799999999,Ozone,0.045213
8,13,14,Colorado,Boulder,40.070016,-105.220238,Ozone,0.045913
8,19,6,Colorado,,39.794391,-105.76398,Ozone,0.050632
8,29,7,Colorado,,38.8764,-107.6023,Ozone,0.04402
8,31,2,Colorado,Denver,39.751184,-104.987625,Ozone,0.038922000000000005
8,31,26,Colorado,Denver,39.77949,-105.00518000000001,Ozone,0.041388
8,35,4,Colorado,Roxborough Park,39.534488,-105.07035800000001,Ozone,0.047497000000000004
8,41,13,Colorado,Air Force Academy,38.958341,-104.817215,Ozone,0.047749
8,41,16,Colorado,Manitou Springs (Manitou),38.853097,-104.90128899999999,Ozone,0.047529
8,45,12,Colorado,Rifle,39.54182,-107.784125,Ozone,0.041653
8,45,19,Colorado,Battlement Mesa,39.43806,-108.02611,Ozone,0.044066
8,45,21,Colorado,,39.4125,-107.23056000000001,Ozone,0.046774
8,47,3,Colorado,Black Hawk,39.792519,-105.49127,Ozone,0.04855
8,51,9991,Colorado,,38.9564,-106.9858,Ozone,0.049849
8,59,5,Colorado,Lakewood,39.638781,-105.13948,Ozone,0.045597000000000006
8,59,6,Colorado,,39.912799,-105.18858700000001,Ozone,0.048743
8,59,11,Colorado,Applewood,39.743724,-105.177989,Ozone,0.048694
8,59,13,Colorado,Aspen Park,39.541515000000004,-105.29841,Ozone,0.047817
8,67,1004,Colorado,,37.30389,-107.484167,Ozone,0.045373000000000004
8,67,7001,Colorado,,37.13678,-107.62863,Ozone,0.05567999999999999
8,67,7003,Colorado,,37.10258,-107.87021899999999,Ozone,0.047753
8,69,7,Colorado,,40.27813,-105.54563999999999,Ozone,0.049547
8,69,7,Colorado,,40.27813,-105.54563999999999,Ozone,0.049379
8,69,11,Colorado,Fort Collins,40.592543,-105.141122,Ozone,0.046671
8,69,1004,Colorado,Fort Collins,40.57747,-105.07892,Ozone,0.039671
8,77,20,Colorado,Palisade,39.130575,-108.31383500000001,Ozone,0.046104
8,83,6,Colorado,Cortez,37.350054,-108.59233400000001,Ozone,0.045860000000000005
8,83,101,Colorado,,37.1984,-108.49046000000001,Ozone,0.049526
8,103,5,Colorado,,40.038889000000005,-107.8475,Ozone,0.046025
8,103,6,Colorado,Rangely,40.086944,-108.761389,Ozone,0.045206
8,123,9,Colorado,Greeley,40.386368,-104.73744,Ozone,0.040252
9,1,17,Connecticut,Greenwich (Town of),41.004657,-73.585128,Ozone,0.046524
9,1,1123,Connecticut,Danbury,41.399167,-73.443056,Ozone,0.045466
9,1,3007,Connecticut,Stratford (Town of),41.1525,-73.10305600000001,Ozone,0.047632
9,1,9003,Connecticut,Westport,41.118333,-73.33666699999998,Ozone,0.04622
9,3,1003,Connecticut,East Hartford,41.784722,-72.63166700000001,Ozone,0.043462
9,5,5,Connecticut,Cornwall,41.821342,-73.297257,Ozone,0.040272
9,7,9007,Connecticut,Middletown,41.55,-72.626,Ozone,0.044719
9,9,27,Connecticut,New Haven,41.3014,-72.90287099999998,Ozone,0.038413
9,9,9002,Connecticut,Madison (Town of),41.256788,-72.55327,Ozone,0.046873000000000005
9,11,124,Connecticut,Groton,41.35362,-72.07882,Ozone,0.04482
9,13,1001,Connecticut,Stafford (Stafford Hollow),41.976389000000005,-72.38805599999998,Ozone,0.044005
9,15,9991,Connecticut,,41.84046,-72.010368,Ozone,0.042395
10,1,2,Delaware,,38.986672,-75.55680000000002,Ozone,0.045541000000000005
10,3,1007,Delaware,,39.55130000000001,-75.732,Ozone,0.043971
10,3,1010,Delaware,,39.817221999999994,-75.563889,Ozone,0.044652
10,3,1013,Delaware,,39.773889000000004,-75.49638900000001,Ozone,0.044785000000000005
10,3,2004,Delaware,Wilmington,39.739444,-75.55805600000001,Ozone,0.03848
10,5,1002,Delaware,Seaford,38.6539,-75.6106,Ozone,0.045162
10,5,1003,Delaware,Lewes,38.7791,-75.16323,Ozone,0.041939
11,1,41,District Of Columbia,Washington,38.895571999999994,-76.958072,Ozone,0.039082
11,1,43,District Of Columbia,Washington,38.921847,-77.013178,Ozone,0.041739
11,1,50,District Of Columbia,Washington,38.970092,-77.01671499999998,Ozone,0.046775
12,1,3012,Florida,Micanopy,29.566112,-82.26608,Ozone,0.036884
12,3,2,Florida,,30.201111,-82.44111099999998,Ozone,0.036766
12,5,6,Florida,Lower Grand Lagoon,30.130433,-85.73151700000001,Ozone,0.0386
12,9,7,Florida,Melbourne,28.053611,-80.62861099999998,Ozone,0.032443
12,9,4001,Florida,Cocoa Beach,28.310840999999996,-80.61533,Ozone,0.038424
12,11,33,Florida,Davie,26.073536,-80.33845,Ozone,0.034102
12,11,34,Florida,Davie,26.053889,-80.25694399999998,Ozone,0.033976
12,11,2003,Florida,Pompano Beach Highlands,26.292025,-80.09647,Ozone,0.034137
12,11,8002,Florida,Dania,26.088421,-80.111193,Ozone,0.033673
12,21,4,Florida,Naples,26.270083000000003,-81.710959,Ozone,0.036989
12,23,2,Florida,Lake City,30.178056,-82.61916699999998,Ozone,0.03796
12,31,77,Florida,Jacksonville,30.477725,-81.587339,Ozone,0.038277
12,31,100,Florida,Jacksonville,30.260278000000003,-81.453611,Ozone,0.037908
12,31,106,Florida,Jacksonville,30.378217,-81.8409,Ozone,0.037935
12,33,4,Florida,Ferry Pass,30.525367,-87.20354999999998,Ozone,0.038407
12,33,18,Florida,Pensacola,30.36805,-87.270967,Ozone,0.040282
12,35,4,Florida,Bunnell,29.489083,-81.276833,Ozone,0.036596
12,55,3,Florida,Sebring,27.189215,-81.34035,Ozone,0.038393000000000004
12,57,81,Florida,Ruskin,27.740033,-82.46514599999998,Ozone,0.038038
12,57,1035,Florida,Tampa,27.928356,-82.454539,Ozone,0.035154000000000005
12,57,1065,Florida,Tampa,27.892523,-82.53842900000001,Ozone,0.04034
12,57,3002,Florida,Valrico,27.96565,-82.2304,Ozone,0.038607
12,59,4,Florida,,30.848611,-85.603889,Ozone,0.038717
12,61,9991,Florida,,27.8492,-80.4554,Ozone,0.038822
12,69,2,Florida,Clermont,28.523889,-81.723333,Ozone,0.039517000000000004
12,71,2002,Florida,Cape Coral,26.548212,-81.981523,Ozone,0.036585
